,Address,AreaSpace_SQFT,Bathrooms,Bedrooms,Cooling,Date_available,DaysOnZillow,Deposit_fees,Description,HOAFee,Heating,Latitude,Laundry,Locality,Longitude,Lot,Parking,Pets,PredictionPrice,PredictionRent,Price,Price_PerSQFT,Rent,RentRatio,Rentzestimate,SaleHistory,Saves,State,Status,TransitScore,Type,WalkScore,YearBuilt,ZestimatePrice,ZipCode,_id,location,zid
,"20 Hoya, Douglas, WY 82633",3213,3.0,4,Central,,,,,,Other,42.728009,,Douglas,-105.383359,4.8 acres,4 spaces,,,3778.199256995217,480000,149,,0.00787124845207337,,"[{'date': '3/22/2019', 'event': 'Listed for sale', 'price': '$480,000--'}]",,WY,For sale,,Single Family,,2008,483523,82633,5cfab7f4733e663a11c3a5dd,"{'type': 'Point', 'coordinates': [-105.383359, 42.728009]}",103986903
,"5 Sierra, Douglas, WY 82633",3628,3.0,5,Central,,,,,,Forced air,42.724336,,Douglas,-105.385579,4.4 acres,5 spaces,,,3109.875088734081,480000,132,,0.006478906434862669,,"[{'date': '6/1/2019', 'event': 'Listed for sale', 'price': '$480,000(+6.7%)'}, {'date': '4/18/2019', 'event': 'Listing removed', 'price': '$449,900--'}, {'date': '10/26/2018', 'event': 'Listed for sale', 'price': '$449,900--'}]",,WY,For sale,,Single Family,,2007,492524,82633,5cfab5ad733e663a11c3a5c7,"{'type': 'Point', 'coordinates': [-105.385579, 42.724336]}",103986910
,"18 Bridger Crossing Rd, Douglas, WY 82633",2619,2.0,4,No Data,,,,,,Baseboard,42.648811,,Douglas,-105.168276,0.96 acres,2 spaces,,,1787.0249695842576,298500,114,,0.005986683315190143,,"[{'date': '5/17/2019', 'event': 'Listed for sale', 'price': '$298,500(-8.2%)'}, {'date': '5/19/2018', 'event': 'Listing removed', 'price': '$325,000--'}, {'date': '4/29/2018', 'event': 'Price change', 'price': '$325,000(+18.2%)'}, {'date': '4/13/2018', 'event': 'Listed for sale', 'price': '$275,000--'}, {'date': '1/25/2016', 'event': 'Listing removed', 'price': '$1,500--'}]",,WY,For sale by owner,,Single Family,,1978,306768,82633,5cfab614733e663a11c3a5ce,"{'type': 'Point', 'coordinates': [-105.168276, 42.648811]}",103986985
,"95 Opal St, Douglas, WY 82633",1344,2.0,3,No Data,,,,,,Baseboard,43.188047,,Douglas,-105.2582,9.89 acres,4 spaces,,,1095.9135382834693,315000,234,,0.003479090597725299,,"[{'date': '3/25/2019', 'event': 'Listed for sale', 'price': '$315,000(+28.6%)'}, {'date': '10/15/2015', 'event': 'Sold', 'price': '$245,000(-1.2%)'}, {'date': '7/21/2015', 'event': 'Listing removed', 'price': '$248,000--'}, {'date': '6/5/2015', 'event': 'Listed for sale', 'price': '$248,000(-2.7%)'}, {'date': '12/1/2014', 'event': 'Listing removed', 'price': '$255,000--'}]",,WY,For sale,,Single Family,,2002,303228,82633,5cfab7ee733e663a11c3a5dc,"{'type': 'Point', 'coordinates': [-105.2582, 43.188047]}",103987058
,"2 Green Dr, Douglas, WY 82633",4735,4.0,5,Central,,,,,,Other,42.734458,,Douglas,-105.365594,0.55 acres,3 spaces,,,2448.6592055951232,539000,114,,0.004542966986261824,,"[{'date': '4/8/2019', 'event': 'Listed for sale', 'price': '$539,000(-2%)'}, {'date': '1/1/2019', 'event': 'Listing removed', 'price': '$549,900--'}, {'date': '8/29/2018', 'event': 'Price change', 'price': '$549,900(-7.6%)'}, {'date': '6/8/2018', 'event': 'Listed for sale', 'price': '$595,000--'}, {'date': '3/2/2018', 'event': 'Listed for sale', 'price': '$595,000(-0.8%)'}]",,WY,For sale,,Single Family,,1980,558417,82633,5cfab7d9733e663a11c3a5d9,"{'type': 'Point', 'coordinates': [-105.365594, 42.734458]}",103987598
,"27 Cottonwood Dr, Douglas, WY 82633",2568,2.75,3,Central,,,,,,Other,42.732386,,Douglas,-105.426374,3.74 acres,2 spaces,,,1699.316056040273,329900,128,,0.005151003504214225,,"[{'date': '6/3/2019', 'event': 'Listed for sale', 'price': '$329,900(+22.2%)'}, {'date': '8/15/2018', 'event': 'Listing removed', 'price': '$270,000--'}, {'date': '7/11/2018', 'event': 'Price change', 'price': '$270,000(-1.8%)'}, {'date': '6/13/2018', 'event': 'Price change', 'price': '$275,000(-1.8%)'}, {'date': '5/15/2018', 'event': 'Price change', 'price': '$280,000(-1.8%)'}]",,WY,For sale,,Single Family,,1979,321167,82633,5cfab5a1733e663a11c3a5c5,"{'type': 'Point', 'coordinates': [-105.426374, 42.732386]}",103987702
,"1126 Mesa Dr, Douglas, WY 82633",1750,1.5,4,No Data,,,,,,Forced air,42.744707,,Douglas,-105.358064,0.3 acres,1 space,,,1344.9247576616676,195000,111,,0.006897050039290603,,"[{'date': '3/18/2019', 'event': 'Listed for sale', 'price': '$195,000(+1.6%)'}, {'date': '4/17/2018', 'event': 'Listing removed', 'price': '$192,000--'}, {'date': '11/6/2017', 'event': 'Listed for sale', 'price': '$192,000(-3%)'}, {'date': '3/22/2014', 'event': 'Listing removed', 'price': '$198,000--'}, {'date': '2/3/2014', 'event': 'Listed for sale', 'price': '$198,000--'}]",,WY,For sale,,Single Family,,1978,199814,82633,5cfab804733e663a11c3a5df,"{'type': 'Point', 'coordinates': [-105.358064, 42.744707]}",103988608
,"1101 Northfork Dr, Douglas, WY 82633",1608,2.0,3,Central,,,,,,Other,42.767283,,Douglas,-105.401623,"9,147 sqft",2 spaces,,,956.1584582456587,188000,117,,0.0050859492459875465,,"[{'date': '6/3/2019', 'event': 'Price change', 'price': '$188,000(-1.1%)'}, {'date': '4/12/2019', 'event': 'Price change', 'price': '$190,000(-2.6%)'}, {'date': '10/30/2018', 'event': 'Listed for sale', 'price': '$195,000(+5.4%)'}, {'date': '10/30/2017', 'event': 'Listing removed', 'price': '$185,000--'}, {'date': '3/1/2017', 'event': 'Listed for sale', 'price': '$185,000(-7.7%)'}]",,WY,For sale,,Single Family,,1980,200658,82633,5cfab92e733e663a11c3a5e5,"{'type': 'Point', 'coordinates': [-105.401623, 42.767283]}",103988638
,"1251 Birch St, Douglas, WY 82633",2288,3.0,3,Central,,,,,,Other,42.75218,,Douglas,-105.369328,"8,276 sqft",2 spaces,,,1378.2193086076513,258000,113,,0.005341935304680819,,"[{'date': '5/31/2019', 'event': 'Listed for sale', 'price': '$258,000(+3.6%)'}, {'date': '10/4/2018', 'event': 'Listing removed', 'price': '$249,000--'}, {'date': '5/1/2018', 'event': 'Listed for sale', 'price': '$249,000(+4.6%)'}, {'date': '8/12/2014', 'event': 'Listing removed', 'price': '$238,000--'}, {'date': '7/18/2014', 'event': 'Listed for sale', 'price': '$238,000--'}]",,WY,For sale,,Single Family,,1975,256403,82633,5cfab5b1733e663a11c3a5c8,"{'type': 'Point', 'coordinates': [-105.369328, 42.75218]}",103988664
,"403 N 4th St, Douglas, WY 82633",2882,1.5,4,None,,,,,,Other,42.763842,,Douglas,-105.38223,0.26 acres,No Data,,,1848.487830904182,162500,56,,0.01137530972864112,,"[{'date': '5/26/2017', 'event': 'Price change', 'price': '$162,500(-4.4%)'}, {'date': '11/18/2016', 'event': 'Listed for sale', 'price': '$170,000--'}]",,WY,For sale,,Single Family,,1918,166309,82633,5cfaba0f733e663a11c3a5f0,"{'type': 'Point', 'coordinates': [-105.38223, 42.763842]}",103988669
,"714 Van Buren St, Douglas, WY 82633",1920,2.0,4,None,,,,,,Other,42.750586,,Douglas,-105.369217,"6,534 sqft",No Data,,,1231.7436133766912,210000,109,,0.005865445777984243,,"[{'date': '9/27/2017', 'event': 'Sold', 'price': '$178,750(-3.4%)'}, {'date': '2/1/2017', 'event': 'Price change', 'price': '$185,000(-2.6%)'}, {'date': '4/14/2016', 'event': 'Listed for sale', 'price': '$190,000--'}]",,WY,For sale,,Single Family,,1974,186707,82633,5cfab61b733e663a11c3a5cf,"{'type': 'Point', 'coordinates': [-105.369217, 42.750586]}",103988736
,"716 S 5th St, Douglas, WY 82633",1716,2.0,2,None,,,,,,Other,42.750699,,Douglas,-105.381711,"8,400 sqft",1 space,,,1324.5932563687134,179500,105,,0.007379349617652999,,"[{'date': '6/2/2019', 'event': 'Listed for sale', 'price': '$179,500--'}]",,WY,For sale by owner,,Single Family,,1938,184008,82633,5cfab5a7733e663a11c3a5c6,"{'type': 'Point', 'coordinates': [-105.381711, 42.750699]}",103988920
,"67 Miller Rd, Glenrock, WY 82637",1274,2.0,3,No Data,,,,,,Baseboard,42.828435,,Glenrock,-105.817531,2.46 acres,2 spaces,,,1074.1512363918423,199900,157,,0.005373442903410917,,"[{'date': '5/2/2019', 'event': 'Sold', 'price': '$100,000(-50%)'}, {'date': '4/24/2019', 'event': 'Price change', 'price': '$199,900--'}, {'date': '4/17/2019', 'event': 'Listed for sale', 'price': '----'}]",,WY,For sale,,Single Family,,1978,210459,82637,5cfab93677a43953bbc3a60a,"{'type': 'Point', 'coordinates': [-105.817531, 42.828435]}",103989012
,"718 S 11th St, Douglas, WY 82633",1656,1.75,2,No Data,,,,,,Other,42.750574,,Douglas,-105.37363,"6,098 sqft",1 space,,,1208.1001709983682,150000,91,,0.00805400113998912,,"[{'date': '6/6/2019', 'event': 'Listing removed', 'price': '$150,000--'}, {'date': '6/4/2019', 'event': 'Listed for sale', 'price': '$150,000--'}]",,WY,For sale,,Single Family,,1949,163523,82633,5cfab596733e663a11c3a5c3,"{'type': 'Point', 'coordinates': [-105.37363, 42.750574]}",103989048
,"802 E Walnut St, Douglas, WY 82633",3260,1.0,4,No Data,,,,,,Forced air,42.7611,,Douglas,-105.376096,0.28 acres,No Data,,,3724.5887968355883,208000,64,,0.017906676907863406,,"[{'date': '5/17/2019', 'event': 'Price change', 'price': '$208,000(-3.2%)'}, {'date': '3/20/2019', 'event': 'Price change', 'price': '$214,900(-5.7%)'}, {'date': '2/4/2019', 'event': 'Listed for sale', 'price': '$228,000(+60%)'}, {'date': '7/3/2009', 'event': 'Sold', 'price': '$142,500--'}]",,WY,For sale,,Single Family,,1920,213177,82633,5cfab82c733e663a11c3a5e3,"{'type': 'Point', 'coordinates': [-105.376096, 42.7611]}",103989069
,"707 Jackson St, Douglas, WY 82633",1788,1.75,4,No Data,,,,,,Forced air,42.750636,,Douglas,-105.370982,"7,840 sqft",No Data,,,1137.9618227036062,219900,123,,0.005174905969548005,,"[{'date': '4/23/2019', 'event': 'Price change', 'price': '$219,900(-2.2%)'}, {'date': '3/5/2019', 'event': 'Price change', 'price': '$224,900(-10%)'}, {'date': '3/5/2019', 'event': 'Listed for sale', 'price': '$249,900--'}]",,WY,For sale,,Single Family,,1971,215126,82633,5cfab811733e663a11c3a5e1,"{'type': 'Point', 'coordinates': [-105.370982, 42.750636]}",103989279
,"1001 Riverbend Dr, Douglas, WY 82633",1560,2.0,3,Other,,,,,,Forced air,42.767623,,Douglas,-105.400967,"8,276 sqft",2 spaces,,,1400.0959207020726,215000,138,,0.006512074049777081,,"[{'date': '6/6/2019', 'event': 'Pending sale', 'price': '$215,000--'}, {'date': '4/11/2019', 'event': 'Price change', 'price': '$215,000(-4.4%)'}, {'date': '3/18/2019', 'event': 'Listed for sale', 'price': '$225,000(-4.3%)'}, {'date': '3/7/2019', 'event': 'Listed for sale', 'price': '$235,000--'}]",,WY,For sale,,Single Family,,1981,212739,82633,5cfab7fb733e663a11c3a5de,"{'type': 'Point', 'coordinates': [-105.400967, 42.767623]}",103989552
,"623 Harrison St, Douglas, WY 82633",3185,2.5,4,Central,,,,,,Other,42.751499,,Douglas,-105.369903,0.37 acres,2 spaces,,,3897.1923316656744,425000,133,,0.009169864309801587,,"[{'date': '6/5/2019', 'event': 'Listed for sale', 'price': '$425,000--'}]",,WY,For sale,,Single Family,,1977,338786,82633,5cfab58f733e663a11c3a5c2,"{'type': 'Point', 'coordinates': [-105.369903, 42.751499]}",103989657
,"427 N 3rd St, Douglas, WY 82633",2459,2.0,4,Central,,,,,,Other,42.764483,,Douglas,-105.38365,"8,276 sqft",No Data,,,1742.1240432739532,290000,118,,0.006007324287151563,,"[{'date': '8/28/2018', 'event': 'Price change', 'price': '$290,000(-3.3%)'}, {'date': '3/5/2018', 'event': 'Listed for sale', 'price': '$300,000--'}, {'date': '11/2/2017', 'event': 'Listing removed', 'price': '$300,000--'}, {'date': '5/25/2017', 'event': 'Listed for sale', 'price': '$300,000--'}]",,WY,For sale,,Single Family,,1918,0,82633,5cfab9ee733e663a11c3a5ee,"{'type': 'Point', 'coordinates': [-105.38365, 42.764483]}",103989692
,"1296 Sweetwater Ct, Douglas, WY 82633",2280,2.5,3,Central,,,,,,Other,42.765881,,Douglas,-105.404322,"10,454 sqft",2 spaces,,,1367.1432401756167,239000,105,,0.0057202646032452585,,"[{'date': '5/28/2019', 'event': 'Listed for sale', 'price': '$239,000(+36.6%)'}, {'date': '8/31/2016', 'event': 'Sold', 'price': '$175,000(-5.4%)'}, {'date': '8/3/2016', 'event': 'Listing removed', 'price': '$185,000--'}, {'date': '6/10/2016', 'event': 'Listed for sale', 'price': '$185,000--'}]",,WY,For sale,,Single Family,,1979,234142,82633,5cfab60b733e663a11c3a5cc,"{'type': 'Point', 'coordinates': [-105.404322, 42.765881]}",103989705
,"518 S 4th St, Douglas, WY 82633",2374,2.0,2,No Data,,,,,,Forced air,42.753286,,Douglas,-105.38313,"8,276 sqft",2 spaces,,,2511.125548829342,162000,68,,0.015500774992773716,,"[{'date': '5/31/2019', 'event': 'Listed for sale', 'price': '$162,000--'}, {'date': '11/13/2018', 'event': 'Listing removed', 'price': '$162,000--'}, {'date': '7/16/2018', 'event': 'Price change', 'price': '$162,000(-4.1%)'}, {'date': '5/1/2018', 'event': 'Listed for sale', 'price': '$169,000(-3.4%)'}, {'date': '4/25/2013', 'event': 'Listing removed', 'price': '$175,000--'}]",,WY,For sale,,Single Family,,1941,169291,82633,5cfab605733e663a11c3a5cb,"{'type': 'Point', 'coordinates': [-105.38313, 42.753286]}",103989760
,"807 W Yellowstone Hwy, Douglas, WY 82633",3193,1.75,3,No Data,,,,,,Other,42.762587,,Douglas,-105.396402,2.32 acres,3 spaces,,,3869.583757865537,665000,208,,0.005818922944158702,,"[{'date': '4/10/2019', 'event': 'Price change', 'price': '$665,000(-3.6%)'}, {'date': '2/12/2019', 'event': 'Listed for sale', 'price': '$690,000--'}]",,WY,For sale,,Single Family,,1931,0,82633,5cfab827733e663a11c3a5e2,"{'type': 'Point', 'coordinates': [-105.396402, 42.762587]}",103989883
,"1346 Sweetwater Rd, Douglas, WY 82633",1560,2.0,3,No Data,,,,,,Forced air,42.76582,,Douglas,-105.405205,0.29 acres,2 spaces,,,1400.0959207020726,215000,138,,0.006512074049777081,,"[{'date': '4/17/2019', 'event': 'Listed for sale', 'price': '$215,000(+18.8%)'}, {'date': '12/20/2015', 'event': 'Sold', 'price': '$181,000(+0.8%)'}, {'date': '12/8/2015', 'event': 'Pending sale', 'price': '$179,500--'}, {'date': '11/10/2015', 'event': 'Price change', 'price': '$179,500(-1.4%)'}, {'date': '10/27/2015', 'event': 'Price change', 'price': '$182,000(-1.4%)'}]",,WY,For sale,,Single Family,,1979,202979,82633,5cfab6fc733e663a11c3a5d4,"{'type': 'Point', 'coordinates': [-105.405205, 42.76582]}",103989890
,"233 N 6th St, Douglas, WY 82633",3632,3.0,5,No Data,,,,,,Forced air,42.761966,,Douglas,-105.379427,0.39 acres,2 spaces,,,3109.875088734081,298000,82,,0.01043582244541638,,"[{'date': '5/13/2019', 'event': 'Price change', 'price': '$298,000(-2.3%)'}, {'date': '4/12/2019', 'event': 'Listed for sale', 'price': '$305,000(+10.9%)'}, {'date': '9/17/2013', 'event': 'Sold', 'price': '$275,000(-6.5%)'}, {'date': '6/12/2013', 'event': 'Listed for sale', 'price': '$294,000--'}]",,WY,For sale,,Single Family,,1949,317492,82633,5cfab705733e663a11c3a5d6,"{'type': 'Point', 'coordinates': [-105.379427, 42.761966]}",103989919
,"730 S 5th St, Douglas, WY 82633",2722,2.0,5,No Data,,,,,,Other,42.750206,,Douglas,-105.381711,"8,276 sqft",2 spaces,,,1879.0521531977806,239000,88,,0.007862142900409125,,"[{'date': '2/26/2019', 'event': 'Price change', 'price': '$239,000(-2.4%)'}, {'date': '8/31/2018', 'event': 'Listed for sale', 'price': '$244,900(+10.8%)'}, {'date': '6/12/2013', 'event': 'Sold', 'price': '$221,000(-1.7%)'}, {'date': '5/9/2013', 'event': 'Listing removed', 'price': '$224,750--'}, {'date': '4/18/2013', 'event': 'Listed for sale', 'price': '$224,750(+11.3%)'}]",,WY,For sale,,Single Family,,1954,242562,82633,5cfab945733e663a11c3a5e9,"{'type': 'Point', 'coordinates': [-105.381711, 42.750206]}",103990126
,"612 Osburn Dr, Douglas, WY 82633",1768,2.0,3,Central,,,,,,Forced air,42.770107,,Douglas,-105.378443,"7,448 sqft",1 space,,,1306.1223870616736,185000,105,,0.007060121011144182,,"[{'date': '1/5/2018', 'event': 'Price change', 'price': '$185,000(-2.6%)'}, {'date': '7/10/2017', 'event': 'Listed for sale', 'price': '$190,000--'}]",,WY,For sale,,Single Family,,1981,185611,82633,5cfab9f9733e663a11c3a5ef,"{'type': 'Point', 'coordinates': [-105.378443, 42.770107]}",103990178
,"9 N Badger Rd, Rolling Hills, WY 82637",4712,5.0,7,Central,,,,,,"Forced air, Stove",42.906156,,Rolling Hills,-105.84151,4.1 acres,3 spaces,,,2448.6592055951232,257500,55,,0.009509356138233489,,"[{'date': '5/15/2019', 'event': 'Price change', 'price': '$257,500(-4.6%)'}, {'date': '5/3/2019', 'event': 'Price change', 'price': '$269,900(-5.3%)'}, {'date': '3/27/2019', 'event': 'Price change', 'price': '$284,900(+5.6%)'}, {'date': '3/12/2019', 'event': 'Listed for sale', 'price': '$269,900(+28.5%)'}, {'date': '7/31/2018', 'event': 'Listing removed', 'price': '$210,000--'}]",,WY,For sale by owner,,Single Family,,2003,357181,82637,5cfab9d777a43953bbc3a611,"{'type': 'Point', 'coordinates': [-105.84151, 42.906156]}",103990251
,"36 Running Dutchman Dr, Glenrock, WY 82637",4240,4.0,5,Central,,,,,,"Forced air, Other",42.855065,,Glenrock,-105.690476,4.63 acres,3 spaces,,,2475.263546239825,565000,133,,0.004380997426973141,,"[{'date': '1/25/2019', 'event': 'Price change', 'price': '$565,000(-3.4%)'}, {'date': '7/21/2018', 'event': 'Listed for sale', 'price': '$585,000--'}]",,WY,For sale,,Single Family,,1997,539239,82637,5cfaba6377a43953bbc3a618,"{'type': 'Point', 'coordinates': [-105.690476, 42.855065]}",103990349
,"20 Wagon Rd, Glenrock, WY 82637",2368,3.0,4,No Data,,,,,,Baseboard,42.857341,,Glenrock,-105.680344,7.4 acres,4 spaces,,,1778.281195740884,485000,205,,0.0036665591664760493,,"[{'date': '6/4/2019', 'event': 'Listed for sale', 'price': '$485,000--'}]",,WY,For sale,,Single Family,,2002,0,82637,5cfab7ea77a43953bbc3a5fc,"{'type': 'Point', 'coordinates': [-105.680344, 42.857341]}",103990438
,"4 N Monkey Rd, Glenrock, WY 82637",1788,2.0,3,Evaporative,,,,,,Baseboard,42.89905,,Glenrock,-105.83698,5 acres,1 space,,,1287.11848866042,234000,131,,0.005500506361796667,,"[{'date': '4/4/2019', 'event': 'Listed for sale', 'price': '$234,000(+17.6%)'}, {'date': '11/5/2015', 'event': 'Listing removed', 'price': '$199,000--'}, {'date': '9/25/2015', 'event': 'Pending sale', 'price': '$199,000--'}, {'date': '9/18/2015', 'event': 'Listed for sale', 'price': '$199,000(+8.2%)'}, {'date': '10/16/2013', 'event': 'Sold', 'price': '$184,000(-0.5%)'}]",,WY,For sale,,Single Family,,1979,220512,82637,5cfab98177a43953bbc3a60e,"{'type': 'Point', 'coordinates': [-105.83698, 42.89905]}",103990473
,"4509 Quince Ave, Mcallen, TX 78501",1782,5.0,4,Central,,,,,,Forced air,26.22404,,Mcallen,-98.268414,"8,084 sqft",2 spaces,,,1949.9122188747667,269900,151,,0.007224572874674941,,"[{'event': 'Price change', 'date': '4/16/2019', 'price': '$269,900(-1.8%)'}, {'event': 'Price change', 'date': '4/9/2019', 'price': '$274,900(-5.2%)'}, {'event': 'Listed for sale', 'date': '11/29/2018', 'price': '$289,900--'}]",,TX,For sale,,Single Family,,2012,254654,78501,5d031aff0af01533ee7ecfef,"{'coordinates': [-98.268414, 26.22404], 'type': 'Point'}",104462461
,"822 Jackson St, Ketchikan, AK 99901",1314,2.0,3,No Data,,,,,,Forced air,55.355492,,Ketchikan,-131.680172,"4,626 sqft",Attached Garage,,,1729.5085504544604,319000,243,,0.005421656897976365,,"[{'price': '$319,000--', 'event': 'Listed for sale', 'date': '6/10/2019'}]",,AK,For sale,,Single Family,,1952,343533,99901,5d027cde5b979451fdaa5dd4,"{'coordinates': [-131.680172, 55.355492], 'type': 'Point'}",104466865
,"3303 Ohana Ct, Ketchikan, AK 99901",1990,3.0,4,No Data,,,,,,Baseboard,55.359714,,Ketchikan,-131.683477,"6,080 sqft",Attached Garage,,,2216.806914917274,379000,190,,0.005849094762314707,,"[{'price': '$379,000(-1.6%)', 'date': '5/15/2019', 'event': 'Price change'}, {'price': '$385,000(+1.6%)', 'date': '3/11/2019', 'event': 'Listed for sale'}, {'price': '$379,000--', 'date': '5/15/2018', 'event': 'Listing removed'}, {'price': '$379,000(+5.6%)', 'date': '3/7/2018', 'event': 'Listed for sale'}, {'price': '$359,000--', 'date': '1/6/2017', 'event': 'Listing removed'}]",,AK,For sale,,Single Family,,1990,377112,99901,5cf7094f8257e938b4e0d50f,,104467041
,"3338 1st St, Ketchikan, AK 99901",2315,2.0,3,No Data,,,,,,Forced air,55.355655,,Ketchikan,-131.688334,"10,101 sqft",Detached Garage,,,2264.6155835274953,357000,154,,0.006343461018284301,,"[{'price': '$357,000(-4.5%)', 'date': '5/30/2019', 'event': 'Price change'}, {'price': '$374,000(-0.8%)', 'date': '4/22/2019', 'event': 'Price change'}, {'price': '$377,000--', 'date': '4/4/2019', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,1941,370452,99901,5cf708908257e938b4e0d50a,,104467124
,"3442 Denali Ave, Ketchikan, AK 99901",1701,2.5,3,No Data,,,,,,Baseboard,55.359239,,Ketchikan,-131.685401,"5,000 sqft",Attached Garage,,,2156.7805918514878,399000,235,,0.005405465142484932,,"[{'price': '$399,000(+26.7%)', 'date': '4/10/2019', 'event': 'Listed for sale'}, {'price': '$315,000--', 'date': '2/2/2017', 'event': 'Sold'}]",,AK,For sale,,Single Family,,1990,403714,99901,5cf7087f8257e938b4e0d507,,104467312
,"2509 3rd Ave, Ketchikan, AK 99901",1107,1.0,3,No Data,,,,,,Baseboard,55.351637,,Ketchikan,-131.675963,"5,000 sqft",No Data,,,1570.9308478568414,295000,266,,0.005325189314768954,,"[{'price': '$295,000(-1.7%)', 'date': '3/6/2019', 'event': 'Price change'}, {'price': '$300,000(+106.9%)', 'date': '8/29/2018', 'event': 'Listed for sale'}, {'price': '$145,000--', 'date': '8/7/2014', 'event': 'Listing removed'}, {'price': '$145,000--', 'date': '7/14/2014', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,1963,288581,99901,5cf70d408257e938b4e0d524,,104467464
,"2309 2nd Ave, Ketchikan, AK 99901",2050,2.0,3,No Data,,,,,,Baseboard,55.350906,,Ketchikan,-131.672602,"10,001 sqft",No Data,,,2385.7241881732416,379000,185,,0.0062947867761826955,,"[{'price': '$379,000(-1.3%)', 'date': '4/4/2019', 'event': 'Price change'}, {'price': '$384,000(-0.8%)', 'date': '2/7/2019', 'event': 'Price change'}, {'price': '$387,000(-2%)', 'date': '1/11/2019', 'event': 'Price change'}, {'price': '$395,000--', 'date': '9/22/2018', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,1951,401441,99901,5cf70bf98257e938b4e0d521,,104467488
,"2415 Hemlock Ave SUITE 103, Ketchikan, AK 99901",552,1.0,2,No Data,,,,,$470/month,Radiant,55.349665,,Ketchikan,-131.674139,,No Data,,,1380.8873250566203,39500,72,,0.03495917278624355,,"[{'price': '$39,500(+36.2%)', 'event': 'Listed for sale', 'date': '5/17/2019'}, {'price': '$29,000--', 'event': 'Listing removed', 'date': '1/16/2018'}, {'price': '$29,000(-17.1%)', 'event': 'Listed for sale', 'date': '9/6/2017'}, {'price': '$35,000--', 'event': 'Listing removed', 'date': '6/20/2017'}, {'price': '$35,000--', 'event': 'Listed for sale', 'date': '4/19/2017'}]",,AK,For sale,,Condo,,1954,42792,99901,5d027d005b979451fdaa5dd9,"{'coordinates': [-131.674139, 55.349665], 'type': 'Point'}",104467723
,"2415 Hemlock Ave SUITE 105, Ketchikan, AK 99901",672,1.0,2,No Data,,,,,$539/month,Baseboard,55.349665,,Ketchikan,-131.674139,,"Carport, Attached Garage",,,1322.7741741979107,47000,70,,0.028144131365912994,,"[{'price': '$47,000(+2.2%)', 'event': 'Listed for sale', 'date': '3/27/2019'}, {'price': '$46,000--', 'event': 'Listing removed', 'date': '2/2/2019'}, {'price': '$46,000--', 'event': 'Listed for sale', 'date': '6/21/2018'}]",,AK,For sale,,Condo,,1954,54704,99901,5d027d895b979451fdaa5ddb,"{'coordinates': [-131.674139, 55.349665], 'type': 'Point'}",104467727
,"2415 Hemlock Ave, Apartment 609, Ketchikan, AK 99901",691,1.0,2,No Data,,,,,$454/month,Radiant,55.349665,,Ketchikan,-131.674139,,No Data,,,1322.7741741979107,59500,86,,0.022231498726015306,,"[{'price': '$59,500(-8.5%)', 'event': 'Price change', 'date': '5/3/2019'}, {'price': '$65,000--', 'event': 'Listed for sale', 'date': '9/20/2018'}]",,AK,For sale,,Condo,,1954,59793,99901,5d027da35b979451fdaa5ddd,"{'coordinates': [-131.674139, 55.349665], 'type': 'Point'}",104467795
,"2404 Hemlock Ave, Ketchikan, AK 99901",2000,1.0,2,No Data,,,,,,Forced air,55.350035,,Ketchikan,-131.673807,"3,349 sqft",No Data,,,1810.2894844597356,210000,105,,0.008620426116474931,,"[{'price': '$210,000--', 'date': '12/7/2018', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,1926,220488,99901,5cf70afd8257e938b4e0d51d,,104467829
,"1922 Fairy Chasm Rd, Ketchikan, AK 99901",1640,3.0,4,No Data,,,,,,Wall,55.349269,,Ketchikan,-131.650375,"8,276 sqft",No Data,,,,200238,,,,,"[{'price': '$200,238(+0.2%)', 'date': '6/3/2019', 'event': 'Price change'}, {'price': '$199,921(+0.2%)', 'date': '6/2/2019', 'event': 'Price change'}, {'price': '$199,591(+0.2%)', 'date': '5/31/2019', 'event': 'Price change'}, {'price': '$199,095(+0%)', 'date': '5/28/2019', 'event': 'Price change'}, {'price': '$199,070(-0.1%)', 'date': '5/25/2019', 'event': 'Price change'}]",,AK,Auction,,Single Family,,1983,0,99901,5cf70b418257e938b4e0d51f,,104467875
,"115 Elliot St, Ketchikan, AK 99901",1066,1.0,2,No Data,,,,,,Baseboard,55.347613,,Ketchikan,-131.662875,"5,549 sqft",No Data,,,1447.3768049000068,139000,130,,0.010412782769064797,,"[{'price': '$139,000--', 'date': '5/20/2019', 'event': 'Back on market'}, {'price': '$139,000--', 'date': '4/16/2019', 'event': 'Pending sale'}, {'price': '$139,000(-6.7%)', 'date': '2/14/2019', 'event': 'Price change'}, {'price': '$149,000--', 'date': '12/29/2018', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,1940,166797,99901,5cf70ad88257e938b4e0d51c,,104468231
